season,date,pitcher,pitcher_id,throws,team,opponent,is_home,IP,K,BF,pitches,H,BB,ER,HR,opp_k_pct,opp_k_pa
2024,2024-06-13,Joe Ryan,657746,R,MIN,ATH,True,7.0,5,25,95,3,1,2,1,0.2655,2595
2024,2024-06-19,Joe Ryan,657746,R,MIN,TB,True,6.0,5,24,94,6,1,1,1,0.2425,2722
2024,2024-06-25,Joe Ryan,657746,R,MIN,AZ,False,6.0,5,24,86,6,0,4,1,0.208,2961
2024,2024-06-30,Joe Ryan,657746,R,MIN,SEA,False,5.2,10,27,99,6,0,1,0,0.2788,3106
2024,2024-07-06,Joe Ryan,657746,R,MIN,HOU,True,5.2,8,24,110,5,1,3,1,0.1806,3356
2024,2024-07-12,Joe Ryan,657746,R,MIN,SF,False,5.1,6,25,98,6,3,5,0,0.2193,3562
2024,2024-07-21,Joe Ryan,657746,R,MIN,MIL,True,6.0,6,25,88,7,0,4,1,0.2278,3766
2024,2024-07-27,Joe Ryan,657746,R,MIN,DET,False,6.0,8,23,89,3,1,2,0,0.2326,3900
2024,2024-08-02,Joe Ryan,657746,R,MIN,CWS,True,6.1,7,24,103,3,3,2,1,0.2412,4001
2024,2024-08-07,Joe Ryan,657746,R,MIN,CHC,False,2.0,2,7,33,1,0,1,1,0.2323,4335
2025,2025-03-29,Joe Ryan,657746,R,MIN,STL,False,5.0,5,21,81,5,0,1,0,0.2156,0
2025,2025-04-03,Joe Ryan,657746,R,MIN,HOU,True,5.0,6,21,83,5,0,4,2,0.2634,205
2025,2025-04-09,Joe Ryan,657746,R,MIN,KC,False,7.0,4,22,85,2,0,0,0,0.2054,409
2025,2025-04-14,Joe Ryan,657746,R,MIN,NYM,True,5.0,8,20,101,3,2,1,0,0.1968,559
2025,2025-04-20,Joe Ryan,657746,R,MIN,ATL,False,5.0,5,25,93,8,1,6,3,0.2601,742
2025,2025-04-27,Joe Ryan,657746,R,MIN,LAA,True,7.0,11,25,98,4,1,0,0,0.2668,937
2025,2025-05-02,Joe Ryan,657746,R,MIN,BOS,False,6.0,8,24,92,4,1,1,1,0.2345,1292
2025,2025-05-10,Joe Ryan,657746,R,MIN,SF,True,6.0,7,20,76,2,0,1,1,0.23,1452
2025,2025-05-16,Joe Ryan,657746,R,MIN,MIL,False,6.0,9,22,99,2,1,0,0,0.2149,1643
2025,2025-05-27,Joe Ryan,657746,R,MIN,TB,False,6.0,5,23,85,5,1,1,0,0.2224,1960
2025,2025-06-02,Joe Ryan,657746,R,MIN,ATH,False,5.0,4,26,97,6,3,4,1,0.2113,2281
2025,2025-06-08,Joe Ryan,657746,R,MIN,TOR,True,5.0,6,22,92,4,3,2,0,0.1805,2426
2025,2025-06-14,Joe Ryan,657746,R,MIN,HOU,False,7.0,7,25,93,2,2,2,1,0.206,2553
2025,2025-06-20,Joe Ryan,657746,R,MIN,MIL,True,5.1,7,20,101,3,3,3,0,0.2203,2814
2025,2025-06-25,Joe Ryan,657746,R,MIN,SEA,True,6.0,8,22,93,3,0,0,0,0.2278,3025
2025,2025-07-01,Joe Ryan,657746,R,MIN,MIA,False,7.0,4,26,88,5,0,1,1,0.2143,3131
2025,2025-07-06,Joe Ryan,657746,R,MIN,TB,True,6.0,8,23,97,6,1,2,1,0.2209,3337
2025,2025-07-11,Joe Ryan,657746,R,MIN,PIT,True,5.0,5,22,86,5,2,1,0,0.2373,3460
2025,2025-07-20,Joe Ryan,657746,R,MIN,COL,False,7.0,11,24,88,5,0,1,1,0.264,3602
2025,2025-07-26,Joe Ryan,657746,R,MIN,WSH,True,5.0,5,22,87,6,1,4,1,0.2057,3835
2025,2025-08-01,Joe Ryan,657746,R,MIN,CLE,False,6.0,4,24,98,5,1,2,0,0.2219,3980
2025,2025-08-08,Joe Ryan,657746,R,MIN,KC,True,5.0,5,19,87,4,0,1,1,0.1869,4242
2025,2025-08-13,Joe Ryan,657746,R,MIN,NYY,False,6.2,7,26,102,4,2,1,1,0.2259,4613
2025,2025-08-19,Joe Ryan,657746,R,MIN,ATH,True,4.0,6,20,87,7,1,5,1,0.2243,4784
2025,2025-08-25,Joe Ryan,657746,R,MIN,TOR,False,5.0,7,23,93,7,1,6,2,0.1744,5029
2025,2025-08-31,Joe Ryan,657746,R,MIN,SD,True,7.0,8,28,104,5,1,0,0,0.1864,5114
2025,2025-09-06,Joe Ryan,657746,R,MIN,KC,False,2.0,2,14,62,4,4,5,1,0.1837,5192
2025,2025-09-13,Joe Ryan,657746,R,MIN,AZ,True,4.0,4,18,93,4,2,2,1,0.2114,5658
2025,2025-09-20,Joe Ryan,657746,R,MIN,CLE,True,5.0,5,22,75,6,2,4,4,0.2259,5617
2025,2025-09-26,Joe Ryan,657746,R,MIN,PHI,False,5.0,9,21,90,4,1,1,1,0.2145,6065
2026,2026-03-26,Joe Ryan,657746,R,MIN,BAL,False,5.1,7,19,85,1,2,0,0,0.242,0
2026,2026-04-01,Joe Ryan,657746,R,MIN,KC,False,4.0,3,20,77,9,0,5,0,0.2246,138
2026,2026-04-06,Joe Ryan,657746,R,MIN,DET,True,5.0,7,22,101,3,3,2,0,0.2396,338
2026,2026-04-11,Joe Ryan,657746,R,MIN,TOR,False,7.0,5,24,91,2,1,2,1,0.1804,499
2026,2026-04-17,Joe Ryan,657746,R,MIN,CIN,True,6.0,6,22,94,3,0,1,0,0.2493,706
2026,2026-04-23,Joe Ryan,657746,R,MIN,NYM,False,5.0,5,25,92,7,2,4,2,0.2168,895
2026,2026-04-28,Joe Ryan,657746,R,MIN,SEA,True,6.0,6,23,88,6,1,2,0,0.2386,1136
2026,2026-05-03,Joe Ryan,657746,R,MIN,TOR,True,0.1,1,2,9,0,1,0,0,0.1767,1234
2026,2026-05-09,Joe Ryan,657746,R,MIN,CLE,False,6.0,5,24,107,2,3,1,0,0.2025,1496
2026,2026-05-15,Joe Ryan,657746,R,MIN,MIL,True,6.0,7,22,90,4,1,1,0,0.2067,1592
2026,2026-05-20,Joe Ryan,657746,R,MIN,HOU,True,6.0,9,22,99,4,0,1,0,0.2091,1894
2026,2026-05-26,Joe Ryan,657746,R,MIN,CWS,False,7.2,9,30,98,5,0,2,1,0.2448,2010
2026,2026-06-01,Joe Ryan,657746,R,MIN,CWS,True,6.0,9,27,98,8,0,4,2,0.2398,2235
2026,2026-06-06,Joe Ryan,657746,R,MIN,KC,True,6.0,5,26,102,6,2,1,1,0.2137,2410
2026,2026-06-12,Joe Ryan,657746,R,MIN,STL,True,6.0,8,24,102,6,0,3,1,0.2108,2528
2025,2025-09-28,Kyle Leahy,681517,R,STL,CHC,False,3.0,1,9,39,1,0,0,0,0.2068,6133
2026,2026-03-30,Kyle Leahy,681517,R,STL,NYM,True,5.0,1,24,79,8,2,4,0,0.2698,126
2026,2026-04-05,Kyle Leahy,681517,R,STL,DET,False,5.0,4,23,97,5,3,2,1,0.245,298
2026,2026-04-11,Kyle Leahy,681517,R,STL,BOS,True,4.0,2,17,71,3,3,2,0,0.2516,481
2026,2026-04-17,Kyle Leahy,681517,R,STL,HOU,False,5.0,6,22,83,5,0,3,3,0.1995,787
2026,2026-04-22,Kyle Leahy,681517,R,STL,MIA,False,5.0,2,25,89,8,3,4,0,0.2106,902
2026,2026-04-28,Kyle Leahy,681517,R,STL,PIT,False,5.1,7,23,82,9,0,3,2,0.2439,1140
2026,2026-05-04,Kyle Leahy,681517,R,STL,MIL,True,5.1,5,25,94,6,2,1,0,0.2037,1286
2026,2026-05-10,Kyle Leahy,681517,R,STL,SD,False,5.0,5,21,95,2,4,0,0,0.2236,1431
2026,2026-05-16,Kyle Leahy,681517,R,STL,KC,True,6.0,2,25,90,5,3,1,0,0.2165,1695
2026,2026-05-23,Kyle Leahy,681517,R,STL,CIN,False,5.0,8,24,87,7,2,5,2,0.2384,1900
2026,2026-05-30,Kyle Leahy,681517,R,STL,CHC,True,4.1,4,21,78,6,0,1,0,0.2129,2278
2026,2026-06-05,Kyle Leahy,681517,R,STL,CIN,True,4.0,1,19,79,5,2,3,0,0.2468,2322
2026,2026-06-12,Kyle Leahy,681517,R,STL,MIN,False,5.0,5,22,77,8,1,4,1,0.2263,2643
2024,2024-09-10,Landen Roupp,694738,R,SF,MIL,True,5.0,3,19,68,5,0,2,0,0.2319,5463
2024,2024-09-15,Landen Roupp,694738,R,SF,SD,True,5.0,4,18,74,2,2,0,0,0.1737,5630
2024,2024-09-21,Landen Roupp,694738,R,SF,KC,False,5.0,3,21,87,3,3,0,0,0.1901,5701
2024,2024-09-27,Landen Roupp,694738,R,SF,STL,True,3.2,4,22,97,9,2,6,1,0.2155,5986
2025,2025-04-02,Landen Roupp,694738,R,SF,HOU,False,4.0,8,20,83,4,4,3,0,0.241,166
2025,2025-04-08,Landen Roupp,694738,R,SF,CIN,True,6.0,4,23,81,7,0,1,0,0.2423,388
2025,2025-04-14,Landen Roupp,694738,R,SF,PHI,False,5.0,8,24,101,6,3,4,1,0.2187,567
2025,2025-04-19,Landen Roupp,694738,R,SF,LAA,False,7.0,9,26,96,5,1,2,2,0.2521,702
2025,2025-04-24,Landen Roupp,694738,R,SF,MIL,True,3.2,2,20,78,6,3,3,0,0.2131,948
2025,2025-04-30,Landen Roupp,694738,R,SF,SD,False,4.1,4,22,92,7,3,4,1,0.1854,1057
2025,2025-05-05,Landen Roupp,694738,R,SF,CHC,False,5.0,4,22,77,5,0,2,1,0.2032,1393
2025,2025-05-11,Landen Roupp,694738,R,SF,MIN,False,5.0,3,21,75,5,0,2,1,0.2229,1458
2025,2025-05-17,Landen Roupp,694738,R,SF,ATH,True,6.0,5,25,92,5,2,0,0,0.2007,1694
2025,2025-05-23,Landen Roupp,694738,R,SF,WSH,False,6.0,2,24,76,5,2,0,0,0.2137,1858
2025,2025-05-28,Landen Roupp,694738,R,SF,DET,False,4.0,7,21,81,5,2,1,0,0.2323,2127
2025,2025-06-03,Landen Roupp,694738,R,SF,SD,True,6.1,5,24,92,4,2,0,0,0.1869,2146
2025,2025-06-08,Landen Roupp,694738,R,SF,ATL,True,6.0,2,25,95,5,2,3,0,0.2268,2394
2025,2025-06-14,Landen Roupp,694738,R,SF,LAD,False,1.2,0,13,45,4,5,6,1,0.2127,2718
2025,2025-06-21,Landen Roupp,694738,R,SF,BOS,True,6.0,7,23,90,3,3,0,0,0.2398,2978
2025,2025-06-27,Landen Roupp,694738,R,SF,CWS,False,5.1,4,26,94,7,2,0,0,0.2385,2964
2025,2025-07-02,Landen Roupp,694738,R,SF,AZ,False,4.0,4,20,81,5,4,2,1,0.2022,3279
2025,2025-07-07,Landen Roupp,694738,R,SF,PHI,True,5.0,3,21,100,4,2,1,0,0.2092,3427
2025,2025-07-12,Landen Roupp,694738,R,SF,LAD,True,6.0,8,25,104,7,1,1,0,0.2141,3662
2025,2025-07-22,Landen Roupp,694738,R,SF,ATL,False,5.0,6,22,87,4,1,0,0,0.2271,3761
2025,2025-08-15,Landen Roupp,694738,R,SF,TB,True,3.0,5,15,66,5,1,5,1,0.2283,4556
2025,2025-08-20,Landen Roupp,694738,R,SF,SD,False,2.1,2,14,65,5,2,5,2,0.1852,4740
2026,2026-03-30,Landen Roupp,694738,R,SF,SD,False,6.0,7,21,88,2,2,0,0,0.2336,107
2026,2026-04-04,Landen Roupp,694738,R,SF,NYM,True,4.2,7,23,95,7,1,5,0,0.2143,322
2026,2026-04-10,Landen Roupp,694738,R,SF,BAL,False,6.0,4,25,93,5,2,1,0,0.2572,451
2026,2026-04-16,Landen Roupp,694738,R,SF,CIN,False,6.0,6,21,87,1,2,0,0,0.243,675
2026,2026-04-21,Landen Roupp,694738,R,SF,LAD,True,5.0,7,20,106,1,5,1,0,0.2178,863
2026,2026-04-26,Landen Roupp,694738,R,SF,MIA,True,7.2,6,27,103,2,2,3,1,0.2023,1023
2026,2026-05-02,Landen Roupp,694738,R,SF,TB,False,4.1,6,22,88,8,2,4,0,0.1912,1187
2026,2026-05-09,Landen Roupp,694738,R,SF,PIT,True,4.0,8,18,94,3,3,1,0,0.2348,1529
2026,2026-05-14,Landen Roupp,694738,R,SF,LAD,False,5.1,7,24,105,6,2,4,1,0.2049,1645
2026,2026-05-19,Landen Roupp,694738,R,SF,AZ,False,6.0,3,23,91,7,0,1,0,0.2062,1707
2026,2026-05-25,Landen Roupp,694738,R,SF,AZ,True,5.0,7,24,93,7,1,2,1,0.2037,1924
2026,2026-06-01,Landen Roupp,694738,R,SF,MIL,False,4.0,4,23,96,8,5,8,0,0.2108,2144
2026,2026-06-06,Landen Roupp,694738,R,SF,CHC,False,5.2,5,22,98,3,3,1,1,0.2122,2507
2026,2026-06-12,Landen Roupp,694738,R,SF,CHC,True,4.2,5,20,105,4,2,4,0,0.213,2699
2024,2024-04-13,Nick Lodolo,666157,L,CIN,CWS,False,5.2,10,21,91,1,1,0,0,0.2308,455
2024,2024-04-19,Nick Lodolo,666157,L,CIN,LAA,True,6.1,6,25,80,7,0,1,0,0.2391,732
2024,2024-04-24,Nick Lodolo,666157,L,CIN,PHI,True,5.0,4,24,98,6,3,3,0,0.2264,888
2024,2024-04-29,Nick Lodolo,666157,L,CIN,SD,False,7.0,11,24,99,1,2,1,1,0.1967,1164
2024,2024-05-05,Nick Lodolo,666157,L,CIN,BAL,True,5.0,6,21,85,4,2,4,1,0.2216,1250
2024,2024-05-11,Nick Lodolo,666157,L,CIN,SF,False,6.0,6,25,98,5,1,4,1,0.2196,1466
2024,2024-05-27,Nick Lodolo,666157,L,CIN,STL,True,5.1,3,21,81,5,0,1,1,0.2266,1924
2024,2024-06-02,Nick Lodolo,666157,L,CIN,CHC,False,6.0,3,27,90,7,1,2,0,0.233,2219
2024,2024-06-07,Nick Lodolo,666157,L,CIN,CHC,True,6.0,7,25,99,4,2,1,1,0.2356,2364
2024,2024-06-12,Nick Lodolo,666157,L,CIN,CLE,True,6.0,6,29,102,7,3,2,0,0.1976,2439
2024,2024-06-18,Nick Lodolo,666157,L,CIN,PIT,False,7.0,8,26,95,4,0,1,1,0.2499,2749
2024,2024-06-23,Nick Lodolo,666157,L,CIN,BOS,True,4.2,3,23,77,5,4,3,1,0.25,2948
2024,2024-07-09,Nick Lodolo,666157,L,CIN,COL,True,3.2,4,17,69,5,1,4,2,0.252,3405
2024,2024-07-14,Nick Lodolo,666157,L,CIN,MIA,True,4.2,4,19,72,3,4,2,0,0.2269,3481
2024,2024-07-20,Nick Lodolo,666157,L,CIN,WSH,False,6.1,8,28,104,6,1,4,1,0.2088,3621
2024,2024-07-26,Nick Lodolo,666157,L,CIN,TB,False,6.2,5,27,93,5,1,2,0,0.2401,3856
2024,2024-07-31,Nick Lodolo,666157,L,CIN,CHC,True,5.2,6,28,103,11,0,8,1,0.2329,4083
2024,2024-08-06,Nick Lodolo,666157,L,CIN,MIA,False,6.0,7,23,99,2,3,2,0,0.2298,4174
2024,2024-08-11,Nick Lodolo,666157,L,CIN,MIL,False,5.1,4,22,79,3,3,3,1,0.2286,4461
2024,2024-08-17,Nick Lodolo,666157,L,CIN,KC,True,2.1,2,17,59,8,2,8,1,0.1837,4507
2024,2024-08-22,Nick Lodolo,666157,L,CIN,PIT,False,4.2,9,21,91,2,3,5,0,0.2481,4753
2025,2025-03-29,Nick Lodolo,666157,L,CIN,SF,True,6.0,1,23,86,5,0,2,1,0.2395,0
2025,2025-04-03,Nick Lodolo,666157,L,CIN,MIL,False,6.2,4,25,82,4,0,0,0,0.2881,236
2025,2025-04-08,Nick Lodolo,666157,L,CIN,SF,False,6.0,3,23,87,3,1,0,0,0.2553,380
2025,2025-04-15,Nick Lodolo,666157,L,CIN,SEA,True,4.2,6,21,90,5,1,4,2,0.2339,590
2025,2025-04-21,Nick Lodolo,666157,L,CIN,MIA,False,5.2,4,26,99,7,2,3,1,0.2448,825
2025,2025-04-27,Nick Lodolo,666157,L,CIN,COL,False,7.0,9,25,91,2,1,0,0,0.287,965
2025,2025-05-03,Nick Lodolo,666157,L,CIN,WSH,True,5.1,4,31,98,10,2,6,1,0.2207,1210
2025,2025-05-08,Nick Lodolo,666157,L,CIN,ATL,False,6.0,7,23,93,5,0,2,0,0.23,1348
2025,2025-05-14,Nick Lodolo,666157,L,CIN,CWS,True,5.1,4,24,98,7,2,3,1,0.238,1521
2025,2025-05-19,Nick Lodolo,666157,L,CIN,PIT,False,6.0,7,24,89,4,1,1,0,0.2372,1745
2025,2025-05-25,Nick Lodolo,666157,L,CIN,CHC,True,5.0,6,23,91,6,2,3,1,0.1995,2055
2025,2025-05-31,Nick Lodolo,666157,L,CIN,CHC,False,6.0,5,22,94,5,2,0,0,0.2008,2241
2025,2025-06-06,Nick Lodolo,666157,L,CIN,AZ,True,6.0,4,21,86,5,0,3,2,0.194,2397
2025,2025-06-11,Nick Lodolo,666157,L,CIN,CLE,False,3.1,6,17,76,5,2,6,1,0.2212,2419
2025,2025-06-18,Nick Lodolo,666157,L,CIN,MIN,True,6.0,4,24,87,3,2,2,1,0.2235,2693
2025,2025-06-23,Nick Lodolo,666157,L,CIN,NYY,True,4.1,6,20,94,6,0,1,1,0.228,2978
2025,2025-06-29,Nick Lodolo,666157,L,CIN,SD,True,5.1,5,26,95,7,2,1,1,0.1881,3052
2025,2025-07-05,Nick Lodolo,666157,L,CIN,PHI,False,6.0,8,24,85,4,2,3,2,0.2061,3358
2025,2025-07-10,Nick Lodolo,666157,L,CIN,MIA,True,6.0,4,21,91,3,0,0,0,0.2116,3450
2025,2025-07-18,Nick Lodolo,666157,L,CIN,NYM,False,7.0,7,26,97,4,1,2,1,0.2099,3664
2025,2025-07-23,Nick Lodolo,666157,L,CIN,WSH,False,9.0,8,30,105,4,0,0,0,0.2043,3774
2025,2025-07-29,Nick Lodolo,666157,L,CIN,LAD,True,5.1,11,22,94,6,1,2,1,0.2182,4116
2025,2025-08-04,Nick Lodolo,666157,L,CIN,CHC,False,1.2,1,5,23,0,0,0,0,0.2028,4275
2025,2025-08-27,Nick Lodolo,666157,L,CIN,LAD,False,4.2,6,21,76,5,1,4,0,0.2203,5093
2025,2025-09-08,Nick Lodolo,666157,L,CIN,SD,False,5.0,2,18,79,2,1,0,0,0.1884,5387
2025,2025-09-14,Nick Lodolo,666157,L,CIN,ATH,False,5.1,5,25,91,8,0,5,3,0.2257,5676
2025,2025-09-19,Nick Lodolo,666157,L,CIN,CHC,True,4.2,7,23,94,9,2,4,2,0.2056,5831
2025,2025-09-25,Nick Lodolo,666157,L,CIN,PIT,True,6.1,12,22,81,2,1,0,0,0.236,5860
2026,2026-05-08,Nick Lodolo,666157,L,CIN,HOU,True,5.1,2,21,78,5,1,4,2,0.2046,1471
2026,2026-05-13,Nick Lodolo,666157,L,CIN,WSH,True,4.0,6,22,87,6,3,5,1,0.2195,1631
2026,2026-05-18,Nick Lodolo,666157,L,CIN,PHI,False,5.2,3,24,97,3,5,3,1,0.218,1784
2026,2026-05-25,Nick Lodolo,666157,L,CIN,NYM,False,6.0,7,25,98,6,0,1,1,0.2137,1975
2026,2026-05-31,Nick Lodolo,666157,L,CIN,ATL,True,6.2,4,28,100,5,4,3,2,0.208,2250
2026,2026-06-06,Nick Lodolo,666157,L,CIN,STL,False,5.0,3,25,95,10,1,4,1,0.2131,2332
2026,2026-06-12,Nick Lodolo,666157,L,CIN,AZ,True,5.1,5,26,96,5,1,2,0,0.2051,2516
